account_id,checking_status,credit_history,employment,age,sex,credit_amount,housing,existing_credits,savings_status,credit_defaults
ACC000000000370,0<=X<200,existing paid,>=7,25,M,1368,own,1,no known savings,0
ACC000000000371,0<=X<200,critical/other existing credit,unemployed,49,F,6563,free,2,no known savings,1
ACC000000000372,<0,critical/other existing credit,<1,22,F,9880,free,2,<100,1
ACC000000000374,no checking,existing paid,<1,41,F,3326,own,1,<100,0
ACC000000000375,no checking,critical/other existing credit,>=7,35,M,3702,own,1,no known savings,1
ACC000000000376,>=200,existing paid,1<=X<4,38,F,3815,own,1,<100,0
ACC000000000377,>=200,all paid,4<=X<7,40,M,2183,free,2,100<=X<500,0
ACC000000000378,no checking,delayed previously,<1,56,F,1089,own,2,<100,0
ACC000000000379,no checking,existing paid,1<=X<4,25,M,4183,own,1,<100,0
ACC000000000380,no checking,existing paid,1<=X<4,27,M,4286,own,2,<100,0
ACC000000000381,<0,existing paid,>=7,43,M,4304,own,1,<100,0
ACC000000000382,0<=X<200,critical/other existing credit,>=7,25,M,1223,own,1,<100,0
ACC000000000383,<0,critical/other existing credit,>=7,30,M,1363,own,2,<100,1
ACC000000000384,0<=X<200,critical/other existing credit,4<=X<7,54,M,503,rent,2,<100,1
ACC000000000387,no checking,existing paid,1<=X<4,55,M,1536,rent,1,<100,0
ACC000000000388,0<=X<200,no credits/all paid,4<=X<7,44,M,4847,rent,3,<100,0
ACC000000000389,no checking,critical/other existing credit,>=7,35,M,2158,rent,1,<100,1
ACC000000000390,no checking,delayed previously,4<=X<7,30,M,2753,own,2,<100,0
ACC000000000391,<0,existing paid,<1,34,M,2869,own,1,<100,1
ACC000000000392,no checking,delayed previously,1<=X<4,50,M,2087,own,1,>=1000,0
ACC000000000393,<0,critical/other existing credit,>=7,34,M,18500,own,1,<100,1
ACC000000000394,no checking,existing paid,1<=X<4,52,F,2372,own,1,<100,0
ACC000000000395,<0,all paid,unemployed,36,M,9875,own,3,no known savings,1
ACC000000000396,no checking,existing paid,4<=X<7,42,M,892,own,1,<100,0
ACC000000000397,>=200,existing paid,>=7,43,M,1008,own,1,<100,0
ACC000000000398,no checking,existing paid,>=7,37,M,722,own,1,<100,0
ACC000000000399,>=200,existing paid,1<=X<4,20,M,594,own,1,<100,1
ACC000000000400,0<=X<200,existing paid,<1,32,M,1789,own,1,<100,0
ACC000000000401,no checking,existing paid,<1,31,M,4646,own,1,<100,0
ACC000000000402,no checking,existing paid,1<=X<4,20,F,6615,free,1,>=1000,0
ACC000000000403,<0,existing paid,4<=X<7,44,M,2250,own,1,<100,0
ACC000000000404,<0,critical/other existing credit,1<=X<4,19,M,5512,own,1,>=1000,0
ACC000000000405,>=200,critical/other existing credit,>=7,35,F,1912,free,1,<100,0
ACC000000000406,>=200,critical/other existing credit,1<=X<4,37,F,1321,own,1,<100,1
ACC000000000407,<0,critical/other existing credit,>=7,33,M,1173,own,1,<100,1
ACC000000000408,no checking,existing paid,4<=X<7,30,F,3950,own,1,<100,0
ACC000000000409,no checking,critical/other existing credit,<1,47,M,8067,own,1,<100,0
ACC000000000410,no checking,critical/other existing credit,>=7,20,M,2724,rent,2,<100,0
ACC000000000411,no checking,delayed previously,4<=X<7,37,M,1093,free,1,<100,0
ACC000000000412,>=200,critical/other existing credit,<1,31,M,1258,rent,1,<100,0
ACC000000000413,0<=X<200,critical/other existing credit,>=7,46,M,1024,own,1,<100,0
ACC000000000414,<0,critical/other existing credit,1<=X<4,46,M,3850,own,1,<100,1
ACC000000000415,no checking,critical/other existing credit,>=7,45,M,1339,own,2,<100,0
ACC000000000416,<0,existing paid,<1,55,M,2047,own,1,<100,0
ACC000000000417,>=200,critical/other existing credit,unemployed,30,M,2514,free,1,<100,0
ACC000000000418,0<=X<200,existing paid,4<=X<7,26,F,1215,rent,1,<100,0
ACC000000000419,no checking,critical/other existing credit,>=7,25,M,1201,own,1,100<=X<500,1
ACC000000000420,no checking,delayed previously,1<=X<4,24,F,1350,free,1,no known savings,1
ACC000000000421,0<=X<200,existing paid,>=7,20,M,992,own,2,<100,0
ACC000000000422,no checking,existing paid,1<=X<4,29,F,3178,own,1,<100,0
ACC000000000423,>=200,existing paid,4<=X<7,23,M,1959,own,1,100<=X<500,0
ACC000000000424,0<=X<200,delayed previously,>=7,24,M,8241,own,2,<100,0
ACC000000000425,no checking,existing paid,1<=X<4,19,M,747,free,1,<100,0
ACC000000000426,>=200,delayed previously,1<=X<4,48,M,3968,own,1,100<=X<500,0
ACC000000000427,>=200,existing paid,<1,38,M,1193,own,1,100<=X<500,0
ACC000000000428,no checking,existing paid,4<=X<7,33,M,14651,free,2,<100,0
ACC000000000429,no checking,existing paid,1<=X<4,29,M,3093,free,1,<100,0
ACC000000000430,<0,critical/other existing credit,unemployed,49,M,1748,own,1,<100,1
ACC000000000432,0<=X<200,critical/other existing credit,4<=X<7,37,M,1321,own,1,<100,0
ACC000000000433,no checking,no credits/all paid,1<=X<4,47,M,2196,free,1,<100,0
ACC000000000434,no checking,existing paid,>=7,33,F,2830,free,2,<100,0
ACC000000000435,no checking,existing paid,4<=X<7,43,M,525,free,2,<100,0
ACC000000000436,no checking,critical/other existing credit,4<=X<7,42,M,1557,free,1,500<=X<1000,0
ACC000000000437,no checking,existing paid,>=7,45,M,1684,own,2,<100,1
ACC000000000438,<0,existing paid,1<=X<4,26,F,10117,free,1,<100,1
ACC000000000440,0<=X<200,critical/other existing credit,1<=X<4,28,M,2351,own,2,<100,1
ACC000000000441,no checking,existing paid,4<=X<7,61,F,2293,own,1,<100,0
ACC000000000442,no checking,existing paid,4<=X<7,31,M,1051,own,1,<100,1
ACC000000000443,no checking,no credits/all paid,<1,40,M,3867,own,2,<100,0
ACC000000000444,no checking,existing paid,<1,30,M,1450,own,1,>=1000,1
ACC000000000445,0<=X<200,all paid,4<=X<7,36,M,969,own,1,no known savings,0
ACC000000000446,<0,existing paid,1<=X<4,55,M,356,own,1,500<=X<1000,0
ACC000000000447,0<=X<200,existing paid,4<=X<7,26,M,5002,own,1,<100,0
ACC000000000448,<0,critical/other existing credit,<1,27,M,4382,free,2,<100,1
ACC000000000449,<0,delayed previously,unemployed,38,M,863,own,1,<100,0
ACC000000000450,no checking,existing paid,4<=X<7,24,M,2189,own,1,<100,0
ACC000000000451,<0,critical/other existing credit,<1,39,M,2039,own,1,<100,1
ACC000000000452,no checking,existing paid,4<=X<7,35,M,989,free,2,100<=X<500,0
ACC000000000453,0<=X<200,existing paid,4<=X<7,63,M,2747,own,2,<100,0
ACC000000000454,no checking,existing paid,unemployed,48,M,975,own,3,<100,0
ACC000000000455,no checking,critical/other existing credit,1<=X<4,25,F,3337,own,2,no known savings,0
ACC000000000456,>=200,existing paid,1<=X<4,25,M,1380,own,2,100<=X<500,0
ACC000000000458,0<=X<200,critical/other existing credit,<1,70,F,2865,own,1,500<=X<1000,0
ACC000000000459,no checking,existing paid,4<=X<7,19,F,1018,own,1,<100,0
ACC000000000460,<0,no credits/all paid,unemployed,38,M,4674,own,2,no known savings,0
ACC000000000461,0<=X<200,existing paid,4<=X<7,23,M,1232,own,1,<100,0
ACC000000000462,no checking,no credits/all paid,4<=X<7,33,M,3093,own,2,>=1000,0
ACC000000000463,no checking,existing paid,1<=X<4,20,M,3019,own,1,<100,0
ACC000000000464,no checking,existing paid,>=7,39,F,2973,own,2,<100,0
ACC000000000466,0<=X<200,no credits/all paid,>=7,62,M,4097,own,2,<100,0
ACC000000000467,no checking,existing paid,4<=X<7,28,M,1083,own,1,<100,1
ACC000000000468,0<=X<200,critical/other existing credit,unemployed,46,M,1083,own,2,<100,1
ACC000000000469,0<=X<200,delayed previously,>=7,32,M,3636,own,1,no known savings,0
ACC000000000470,no checking,existing paid,1<=X<4,19,M,3216,own,1,<100,0
ACC000000000471,<0,no credits/all paid,>=7,37,M,3801,own,1,<100,0
ACC000000000472,no checking,critical/other existing credit,1<=X<4,23,M,1323,free,1,<100,0
ACC000000000473,no checking,existing paid,<1,62,M,4876,own,1,no known savings,0
ACC000000000474,0<=X<200,existing paid,1<=X<4,31,M,851,own,2,<100,0
ACC000000000475,no checking,existing paid,<1,55,F,2312,own,1,<100,0
ACC000000000476,0<=X<200,critical/other existing credit,>=7,29,M,1597,own,1,<100,1
ACC000000000477,no checking,existing paid,1<=X<4,20,M,1291,own,1,<100,0
ACC000000000479,no checking,no credits/all paid,1<=X<4,46,M,1373,own,2,<100,0
ACC000000000480,no checking,existing paid,<1,43,M,2955,own,1,no known savings,0
ACC000000000481,<0,no credits/all paid,>=7,43,M,492,own,1,<100,0
ACC000000000482,<0,critical/other existing credit,>=7,21,M,6120,own,2,<100,1
ACC000000000483,0<=X<200,critical/other existing credit,1<=X<4,32,M,2250,own,1,100<=X<500,1
ACC000000000484,no checking,existing paid,>=7,49,M,16251,own,1,<100,0
ACC000000000485,0<=X<200,existing paid,1<=X<4,41,M,2147,own,1,500<=X<1000,0
ACC000000000486,no checking,critical/other existing credit,4<=X<7,34,M,3634,own,1,<100,1
ACC000000000489,<0,existing paid,4<=X<7,33,M,6774,own,2,<100,1
ACC000000000490,no checking,delayed previously,4<=X<7,36,M,250,free,2,<100,0
ACC000000000492,0<=X<200,existing paid,1<=X<4,27,F,2491,own,1,<100,0
ACC000000000493,no checking,critical/other existing credit,1<=X<4,42,M,1566,own,1,<100,0
ACC000000000495,>=200,existing paid,1<=X<4,37,M,2763,own,2,100<=X<500,0
ACC000000000496,no checking,existing paid,1<=X<4,48,M,1781,own,1,<100,0
ACC000000000498,no checking,existing paid,1<=X<4,19,F,844,own,1,no known savings,0
ACC000000000499,no checking,critical/other existing credit,1<=X<4,21,M,1474,own,1,<100,0
ACC000000000500,no checking,existing paid,>=7,29,F,3808,own,1,100<=X<500,0
ACC000000000501,0<=X<200,existing paid,1<=X<4,39,M,390,own,1,<100,0
ACC000000000502,<0,critical/other existing credit,>=7,41,M,1204,own,1,<100,1
ACC000000000504,<0,existing paid,unemployed,20,M,4239,free,3,<100,1
ACC000000000505,no checking,delayed previously,1<=X<4,51,M,3236,own,1,<100,0
ACC000000000506,no checking,no credits/all paid,>=7,35,M,6229,own,1,no known savings,0
ACC000000000507,<0,all paid,1<=X<4,29,M,1326,own,2,<100,1
ACC000000000508,no checking,no credits/all paid,>=7,50,F,2016,own,1,100<=X<500,0
ACC000000000509,no checking,all paid,>=7,39,F,3898,own,2,no known savings,1
ACC000000000510,<0,delayed previously,>=7,22,M,612,own,2,<100,0
ACC000000000511,>=200,existing paid,<1,27,M,1882,free,1,<100,0
ACC000000000512,<0,critical/other existing credit,1<=X<4,43,F,4610,own,2,<100,1
ACC000000000513,<0,delayed previously,>=7,33,M,5036,own,2,<100,1
ACC000000000514,0<=X<200,existing paid,<1,20,F,462,own,1,>=1000,0
ACC000000000515,no checking,existing paid,1<=X<4,38,M,891,own,1,<100,1
ACC000000000516,<0,critical/other existing credit,4<=X<7,35,M,2344,free,1,<100,0
ACC000000000517,no checking,existing paid,1<=X<4,20,M,2503,own,1,<100,1
ACC000000000518,<0,existing paid,<1,34,F,1311,own,1,<100,1
ACC000000000519,0<=X<200,delayed previously,unemployed,29,F,4884,own,1,<100,1
ACC000000000520,<0,existing paid,1<=X<4,45,M,681,rent,1,<100,0
ACC000000000521,0<=X<200,existing paid,>=7,38,M,1038,own,1,<100,1
ACC000000000522,no checking,existing paid,>=7,48,M,1878,own,1,<100,0
ACC000000000524,no checking,existing paid,4<=X<7,34,M,2950,own,2,<100,0
ACC000000000525,0<=X<200,critical/other existing credit,<1,27,M,1424,own,1,<100,1
ACC000000000526,0<=X<200,existing paid,1<=X<4,46,F,2355,free,1,<100,0
ACC000000000527,0<=X<200,existing paid,4<=X<7,33,M,1372,own,2,<100,0
ACC000000000528,no checking,existing paid,1<=X<4,38,M,5647,own,1,100<=X<500,0
ACC000000000529,<0,critical/other existing credit,>=7,39,M,523,own,1,500<=X<1000,0
ACC000000000530,no checking,existing paid,4<=X<7,64,M,2347,own,1,500<=X<1000,0
ACC000000000531,no checking,existing paid,1<=X<4,49,M,855,own,1,>=1000,0
ACC000000000532,no checking,existing paid,>=7,42,M,992,own,2,>=1000,0
ACC000000000533,no checking,critical/other existing credit,4<=X<7,19,M,6597,free,1,no known savings,0
ACC000000000534,no checking,existing paid,4<=X<7,35,M,1854,own,2,no known savings,0
ACC000000000535,0<=X<200,no credits/all paid,>=7,37,F,3140,own,1,<100,0
ACC000000000536,0<=X<200,no credits/all paid,>=7,34,M,1927,free,1,100<=X<500,0
ACC000000000537,<0,critical/other existing credit,1<=X<4,47,F,3578,own,1,no known savings,1
ACC000000000538,no checking,critical/other existing credit,1<=X<4,21,F,640,own,1,<100,0
ACC000000000539,<0,existing paid,1<=X<4,19,M,2614,own,2,<100,1
ACC000000000540,<0,critical/other existing credit,>=7,37,F,1040,own,1,<100,1
ACC000000000541,0<=X<200,existing paid,1<=X<4,35,M,1241,own,1,500<=X<1000,1
ACC000000000542,0<=X<200,critical/other existing credit,unemployed,40,M,2640,rent,1,100<=X<500,1
ACC000000000543,0<=X<200,existing paid,<1,25,M,4524,rent,1,<100,0
ACC000000000544,>=200,existing paid,<1,24,M,13451,own,1,<100,1
ACC000000000545,0<=X<200,critical/other existing credit,1<=X<4,22,M,4669,own,2,no known savings,0
ACC000000000546,no checking,delayed previously,<1,19,M,845,own,1,<100,1
ACC000000000548,0<=X<200,no credits/all paid,<1,53,F,13132,own,1,<100,0
ACC000000000549,0<=X<200,existing paid,unemployed,32,M,5097,own,1,<100,0
ACC000000000550,0<=X<200,existing paid,1<=X<4,43,M,3260,free,1,<100,0
ACC000000000551,no checking,all paid,1<=X<4,57,M,1354,own,1,<100,0
ACC000000000552,no checking,no credits/all paid,1<=X<4,31,F,1796,rent,1,<100,0
ACC000000000553,0<=X<200,critical/other existing credit,1<=X<4,44,M,4595,own,2,<100,0
ACC000000000554,<0,existing paid,unemployed,29,M,5301,own,1,no known savings,1
ACC000000000555,<0,delayed previously,1<=X<4,42,M,640,own,2,<100,1
ACC000000000556,0<=X<200,existing paid,4<=X<7,19,F,2339,own,1,<100,0
ACC000000000557,no checking,existing paid,unemployed,19,F,1979,free,2,no known savings,0
ACC000000000559,<0,critical/other existing credit,<1,28,M,1819,own,1,<100,0
ACC000000000560,<0,critical/other existing credit,1<=X<4,48,F,4191,own,1,<100,1
ACC000000000562,no checking,critical/other existing credit,4<=X<7,30,M,1536,own,1,100<=X<500,1
ACC000000000563,no checking,critical/other existing credit,1<=X<4,46,M,3326,own,1,no known savings,0
ACC000000000564,<0,existing paid,>=7,20,M,4735,own,2,<100,1
ACC000000000565,no checking,existing paid,<1,20,F,1931,own,1,100<=X<500,1
ACC000000000566,no checking,critical/other existing credit,1<=X<4,30,F,3826,own,1,>=1000,0
ACC000000000567,<0,no credits/all paid,1<=X<4,21,M,3145,free,2,<100,0
ACC000000000568,<0,existing paid,1<=X<4,23,F,1426,free,1,<100,0
ACC000000000569,0<=X<200,existing paid,1<=X<4,33,M,826,free,2,>=1000,0
ACC000000000570,<0,existing paid,<1,19,M,1561,own,2,100<=X<500,0
ACC000000000571,no checking,existing paid,<1,29,M,4619,own,2,500<=X<1000,0
ACC000000000572,0<=X<200,delayed previously,4<=X<7,37,M,1267,rent,1,<100,0
ACC000000000573,no checking,no credits/all paid,4<=X<7,44,M,2565,rent,2,no known savings,0
ACC000000000574,0<=X<200,existing paid,1<=X<4,30,F,2151,rent,1,500<=X<1000,0
ACC000000000575,no checking,critical/other existing credit,1<=X<4,41,M,250,own,1,<100,0
ACC000000000576,no checking,critical/other existing credit,>=7,40,F,6342,free,1,no known savings,1
ACC000000000578,0<=X<200,delayed previously,<1,21,M,1765,free,1,<100,1
ACC000000000579,<0,no credits/all paid,4<=X<7,38,M,2002,own,2,<100,0
ACC000000000580,0<=X<200,delayed previously,1<=X<4,46,M,3270,own,2,no known savings,0
ACC000000000581,no checking,existing paid,>=7,19,F,7669,own,2,<100,0
ACC000000000582,0<=X<200,existing paid,>=7,36,M,1669,own,1,100<=X<500,1
ACC000000000584,>=200,existing paid,1<=X<4,22,F,1577,rent,1,100<=X<500,0
ACC000000000585,<0,critical/other existing credit,>=7,47,M,1471,own,1,<100,1
ACC000000000586,0<=X<200,critical/other existing credit,1<=X<4,60,M,4158,own,1,<100,0
ACC000000000587,<0,existing paid,4<=X<7,46,M,644,own,2,<100,1
ACC000000000588,no checking,existing paid,<1,31,M,1998,rent,1,<100,0
ACC000000000589,no checking,delayed previously,>=7,50,M,9771,free,1,<100,0
ACC000000000590,<0,critical/other existing credit,1<=X<4,52,M,2723,rent,1,<100,1
ACC000000000591,0<=X<200,critical/other existing credit,<1,41,M,1070,own,2,<100,1
ACC000000000593,no checking,existing paid,4<=X<7,38,M,1025,own,1,100<=X<500,0
ACC000000000594,no checking,critical/other existing credit,>=7,33,M,2973,own,1,no known savings,0
ACC000000000595,<0,existing paid,4<=X<7,25,M,5405,own,1,<100,1
ACC000000000596,0<=X<200,existing paid,4<=X<7,31,M,5226,own,1,100<=X<500,0
ACC000000000597,0<=X<200,existing paid,1<=X<4,30,M,5390,own,2,no known savings,1
ACC000000000598,no checking,existing paid,unemployed,27,M,4605,own,2,<100,0
ACC000000000599,<0,delayed previously,<1,19,M,1392,own,1,100<=X<500,1
ACC000000000600,<0,delayed previously,<1,24,F,779,free,1,100<=X<500,1
ACC000000000601,no checking,delayed previously,4<=X<7,45,F,4616,rent,1,500<=X<1000,0
ACC000000000602,no checking,existing paid,<1,25,M,6542,own,1,<100,0
ACC000000000603,0<=X<200,existing paid,1<=X<4,44,M,1458,own,2,<100,0
ACC000000000604,<0,existing paid,1<=X<4,36,M,2801,own,2,<100,1
ACC000000000605,no checking,critical/other existing credit,<1,47,M,10249,own,1,>=1000,0
ACC000000000606,<0,existing paid,1<=X<4,41,M,1294,rent,1,<100,0
ACC000000000607,<0,existing paid,1<=X<4,35,M,654,own,1,100<=X<500,0
ACC000000000608,<0,existing paid,>=7,35,M,4282,own,1,no known savings,0
ACC000000000609,no checking,critical/other existing credit,4<=X<7,32,M,1651,own,2,<100,0
ACC000000000611,<0,existing paid,<1,37,M,1230,own,2,<100,1
ACC000000000612,no checking,existing paid,>=7,20,M,1533,own,2,<100,0
ACC000000000613,>=200,existing paid,1<=X<4,48,M,713,own,1,<100,0
ACC000000000615,<0,existing paid,1<=X<4,33,M,2038,own,1,>=1000,0
ACC000000000616,<0,existing paid,1<=X<4,41,M,4913,rent,1,no known savings,0
ACC000000000618,0<=X<200,existing paid,4<=X<7,20,M,4812,free,1,no known savings,0
ACC000000000619,0<=X<200,existing paid,>=7,66,M,1479,own,1,500<=X<1000,0
ACC000000000620,<0,existing paid,1<=X<4,24,F,9694,own,1,100<=X<500,1
ACC000000000621,<0,critical/other existing credit,1<=X<4,21,M,2517,own,1,<100,1
ACC000000000622,<0,existing paid,>=7,39,M,931,rent,2,<100,1
ACC000000000623,<0,critical/other existing credit,<1,43,M,3509,own,1,<100,1
ACC000000000624,>=200,all paid,4<=X<7,46,M,3064,free,1,<100,0
ACC000000000625,<0,existing paid,>=7,34,M,3432,free,1,<100,0
ACC000000000626,no checking,critical/other existing credit,1<=X<4,38,M,1836,own,1,<100,0
ACC000000000627,no checking,critical/other existing credit,4<=X<7,39,M,661,free,1,<100,0
ACC000000000628,<0,all paid,1<=X<4,26,F,2265,own,2,>=1000,0
ACC000000000629,0<=X<200,critical/other existing credit,1<=X<4,27,M,1177,own,1,500<=X<1000,1
ACC000000000630,0<=X<200,delayed previously,>=7,37,F,1357,own,2,no known savings,0
ACC000000000631,<0,critical/other existing credit,>=7,51,M,478,own,2,<100,1
ACC000000000632,0<=X<200,critical/other existing credit,>=7,31,F,922,own,1,<100,1
ACC000000000633,<0,existing paid,1<=X<4,33,F,1927,free,2,no known savings,0
ACC000000000634,>=200,critical/other existing credit,>=7,43,F,3791,free,2,no known savings,0
ACC000000000635,no checking,no credits/all paid,>=7,42,M,576,own,1,<100,0
ACC000000000636,<0,existing paid,>=7,33,M,2814,free,2,no known savings,1
ACC000000000637,no checking,delayed previously,1<=X<4,45,F,4522,own,2,<100,0
ACC000000000638,no checking,existing paid,unemployed,31,M,11181,own,1,<100,0
ACC000000000639,0<=X<200,existing paid,>=7,39,M,6770,own,1,100<=X<500,0
ACC000000000640,>=200,existing paid,4<=X<7,23,F,1436,own,1,<100,1
ACC000000000641,<0,existing paid,<1,37,M,1343,own,2,no known savings,1
ACC000000000642,no checking,existing paid,>=7,37,M,18500,own,1,<100,0
ACC000000000643,<0,existing paid,<1,52,F,868,own,2,<100,1
ACC000000000644,0<=X<200,existing paid,4<=X<7,19,M,1451,own,1,no known savings,0
ACC000000000645,<0,critical/other existing credit,>=7,27,F,926,own,2,no known savings,0
ACC000000000646,no checking,critical/other existing credit,unemployed,45,M,6741,own,3,100<=X<500,1
ACC000000000647,0<=X<200,existing paid,1<=X<4,29,M,720,free,2,<100,0
ACC000000000648,no checking,critical/other existing credit,1<=X<4,24,M,8134,own,2,500<=X<1000,1
ACC000000000649,<0,existing paid,>=7,28,M,1904,rent,1,<100,1
ACC000000000650,>=200,existing paid,>=7,47,M,3271,free,1,<100,0
